Date	Open	High	Low	Close	Adj Close	Volume
9/6/18	289.149994	289.48999	287	288.160004	282.570984	65909900
9/7/18	286.980011	288.700012	286.709991	287.600006	282.02182	73524800
9/10/18	288.73999	289.040009	287.880005	288.100006	282.512115	50210900
9/11/18	287.369995	289.549988	286.980011	289.049988	283.443665	50530500
9/12/18	289.059998	289.799988	288.230011	289.119995	283.512329	59810800
9/13/18	290.320007	291.040009	290	290.829987	285.189178	51034200
9/14/18	291.059998	291.269989	290	290.880005	285.23819	55079900
9/17/18	290.820007	290.859985	289.029999	289.339996	283.728027	68244000
9/18/18	289.579987	291.579987	289.549988	290.910004	285.267639	61930400
9/19/18	290.970001	291.690002	290.829987	291.220001	285.571625	49080600
9/20/18	292.640015	293.940002	291.23999	293.579987	287.885834	100360600
9/21/18	293.089996	293.220001	291.809998	291.98999	287.622803	105479700
9/24/18	291.339996	291.5	290.369995	291.019989	286.667328	53409600
9/25/18	291.529999	291.649994	290.480011	290.75	286.401337	44370000
9/26/18	290.910004	292.23999	289.410004	289.880005	285.544403	79739700
9/27/18	290.410004	291.910004	290.100006	290.690002	286.342255	59249500
9/28/18	289.98999	291.279999	289.950012	290.720001	286.371826	70091400
10/1/18	292.109985	292.929993	290.980011	291.730011	287.36673	62078900
10/2/18	291.559998	292.359985	291.140015	291.559998	287.199249	47258200
10/3/18	292.73999	293.209991	291.320007	291.720001	287.356873	64694600
10/4/18	291.179993	291.23999	287.660004	289.440002	285.110962	111545900
10/5/18	289.690002	290.269989	286.220001	287.820007	283.515167	105951700
10/8/18	287.049988	288.220001	285.5	287.820007	283.515167	87742200
10/9/18	287.390015	288.859985	286.769989	287.399994	283.10144	74339000
10/10/18	286.829987	286.910004	277.880005	278.299988	274.137573	214731000
10/11/18	277.079987	278.899994	270.359985	272.170013	268.099274	274840500
10/12/18	276.769989	277.089996	272.369995	275.950012	271.822754	183186500
10/15/18	275.549988	277.040009	274.299988	274.399994	270.295898	102263700
10/16/18	276.600006	280.820007	276.070007	280.399994	276.206146	118255800
10/17/18	280.440002	281.149994	277.559998	280.450012	276.255432	110626000
10/18/18	279.399994	280.070007	274.970001	276.399994	272.265991	134557500
10/19/18	277.130005	279.299988	275.470001	276.25	272.118256	139901600
10/22/18	277	277.359985	274.410004	275.01001	270.896759	82415800
10/23/18	270.950012	274.869995	268.609985	273.609985	269.5177	146352700
10/24/18	273.329987	273.76001	264.700012	265.320007	261.351746	177806700
10/25/18	267.380005	271.809998	266.230011	270.079987	266.040497	138061500
10/26/18	265.920013	271	262.290009	265.329987	261.361542	201574600
10/29/18	268.799988	270.25	259.850006	263.859985	259.913544	160749100
10/30/18	263.670013	268.119995	263.119995	267.769989	263.765076	157116000
10/31/18	270.649994	273.230011	270.119995	270.630005	266.582306	128296300
11/1/18	271.600006	273.730011	270.380005	273.51001	269.41922	99495000
11/2/18	274.75	275.230011	269.589996	271.890015	267.823456	122634100
11/5/18	272.440002	274.01001	271.350006	273.390015	269.301056	65622500
11/6/18	273.320007	275.299988	273.25	275.119995	271.005127	60085900
11/7/18	277.559998	281.100006	277.079987	281.01001	276.807037	102752100
11/8/18	280.109985	281.220001	279.220001	280.5	276.304688	65584900
11/9/18	279.029999	279.23999	276.179993	277.76001	273.605652	98812600
11/12/18	277.190002	277.459991	271.98999	272.570007	268.493286	99673600
11/13/18	273.089996	275.329987	271.25	272.059998	267.990906	98176600
11/14/18	274.160004	274.609985	268.450012	270.200012	266.158722	125335900
11/15/18	268.779999	273.540009	267.01001	273.019989	268.936523	135101400
11/16/18	271.790009	274.75	271.209991	273.730011	269.635925	126668000
11/19/18	273.049988	273.380005	268.070007	269.100006	265.075195	103061700
11/20/18	265.359985	267	263.149994	264.119995	260.169647	136021300
11/21/18	265.859985	267.149994	265.01001	265.019989	261.056183	75563700
11/23/18	263.179993	264.820007	263.070007	263.25	259.312683	42807900
11/26/18	265.779999	267.75	265.339996	267.5	263.499084	79981400
11/27/18	266.339996	268.399994	265.660004	268.399994	264.385651	75502400
11/28/18	269.600006	274.579987	268.329987	274.579987	270.473206	127629600
11/29/18	273.709991	275.549988	272.429993	273.980011	269.882172	82346400
11/30/18	273.809998	276.279999	273.450012	275.649994	271.527222	98204200
12/3/18	280.279999	280.399994	277.51001	279.299988	275.122589	103176300
12/4/18	278.369995	278.850006	269.899994	270.25	266.207977	177986000
12/6/18	265.920013	269.970001	262.440002	269.839996	265.804108	204185400
12/7/18	269.459991	271.220001	262.630005	263.570007	259.627899	161018900
12/10/18	263.369995	265.160004	258.619995	264.070007	260.120422	151445900
12/11/18	267.660004	267.869995	262.480011	264.130005	260.179504	121504400
12/12/18	267.470001	269	265.369995	265.459991	261.489624	97976700
12/13/18	266.519989	267.48999	264.119995	265.369995	261.40094	96662700
12/14/18	262.959991	264.029999	259.850006	260.470001	256.574249	116961100
12/17/18	259.399994	260.649994	253.529999	255.360001	251.54068	165492300
12/18/18	257.200012	257.950012	253.279999	255.080002	251.264862	134515100
12/19/18	255.169998	259.399994	249.350006	251.259995	247.501999	214992800
12/20/18	249.860001	251.619995	244.649994	247.169998	243.473175	252053400
12/21/18	246.740005	249.710007	239.979996	240.699997	238.484512	255345600
12/24/18	239.039993	240.839996	234.270004	234.339996	232.18306	147311600
12/26/18	235.970001	246.179993	233.759995	246.179993	243.914063	218485400
12/27/18	242.570007	248.289993	238.960007	248.070007	245.786697	186267300
12/28/18	249.580002	251.399994	246.449997	247.75	245.469635	153100200
12/31/18	249.559998	250.190002	247.470001	249.919998	247.619644	144299400
1/2/19	245.979996	251.210007	245.949997	250.179993	247.877258	126925200
1/3/19	248.229996	248.570007	243.669998	244.210007	241.962219	144140700
1/4/19	247.589996	253.110001	247.169998	252.389999	250.066925	142628800
1/7/19	252.690002	255.949997	251.690002	254.380005	252.03862	103139100
1/8/19	256.820007	257.309998	254	256.769989	254.406601	102512600
1/9/19	257.559998	258.910004	256.190002	257.970001	255.595551	95006600
1/10/19	256.26001	259.160004	255.5	258.880005	256.497192	96823900
1/11/19	257.679993	259.01001	257.029999	258.980011	256.596252	73858100
1/14/19	256.859985	258.299988	256.410004	257.399994	255.030792	70908200
1/15/19	257.820007	260.700012	257.809998	260.350006	257.953644	85208300
1/16/19	260.829987	261.970001	260.600006	260.980011	258.577881	77636700
1/17/19	260.01001	263.920013	259.959991	262.959991	260.539612	96118400
1/18/19	264.980011	266.980011	263	266.459991	264.007385	127900300
1/22/19	264.820007	265.059998	261.059998	262.859985	260.440552	115531200
1/23/19	264.01001	264.790009	260.660004	263.410004	260.985504	86030300
1/24/19	263.209991	264.200012	262.079987	263.549988	261.124207	59204100
1/25/19	265.609985	266.700012	263.660004	265.779999	263.333679	96883400
1/28/19	263.390015	263.829987	261.790009	263.76001	261.332275	85613700
1/29/19	263.920013	264.549988	262.480011	263.410004	260.985504	66136300
1/30/19	265.100006	268.519989	264.25	267.579987	265.117096	92473700
1/31/19	267.51001	270.470001	267.269989	269.929993	267.445465	104012100
2/1/19	270.149994	271.200012	269.179993	270.059998	267.57428	85782500
2/4/19	270.109985	272.029999	269.359985	271.959991	269.456787	60744800
2/5/19	272.440002	273.440002	271.880005	273.100006	270.586304	79552800
2/6/19	272.790009	273.339996	271.920013	272.73999	270.229614	58347800
2/7/19	270.940002	271.549988	268.290009	270.140015	267.653564	95482000
2/8/19	268.75	270.579987	267.829987	270.470001	267.980499	75788900
2/11/19	271.200012	271.48999	270.029999	270.619995	268.12912	68021400
2/12/19	272.420013	274.519989	272.339996	274.100006	271.577118	72270200
2/13/19	275.029999	275.929993	274.559998	274.98999	272.458893	65277200
2/14/19	273.779999	275.640015	272.869995	274.380005	271.854523	83234400
2/15/19	276.359985	277.410004	276.130005	277.369995	274.817017	97088700
2/19/19	276.480011	278.579987	276.470001	277.850006	275.292603	59120800
2/20/19	277.809998	278.920013	277.25	278.410004	275.847412	76610800
2/21/19	277.700012	278.100006	276.350006	277.420013	274.866547	64214700
2/22/19	278.109985	279.359985	277.399994	279.140015	276.570709	78114600
2/25/19	280.730011	281.309998	279.429993	279.519989	276.947205	69030700
2/26/19	279.130005	280.299988	278.899994	279.320007	276.749054	56844100
2/27/19	278.519989	279.589996	277.480011	279.200012	276.630188	56921600
2/28/19	278.959991	279.450012	278.320007	278.679993	276.114929	69268300
3/1/19	280.440002	280.880005	278.820007	280.420013	277.838928	78880500
3/4/19	281.600006	281.869995	276.839996	279.399994	276.828308	106494600
3/5/19	279.540009	279.76001	278.410004	279.019989	276.451813	59114600
3/6/19	279.149994	279.160004	276.970001	277.329987	274.777344	75039800
3/7/19	276.829987	276.98999	274.070007	275.01001	272.478729	94885100
3/8/19	272.940002	274.649994	272.420013	274.459991	271.933777	85795800
3/11/19	275.26001	278.619995	275.230011	278.440002	275.877167	65098900
3/12/19	279.059998	280.070007	278.850006	279.48999	276.91748	79667500
3/13/19	280.480011	282.380005	280.299988	281.339996	278.750458	80639200
3/14/19	281.369995	281.839996	280.670013	281.160004	278.572113	67518400
3/15/19	280.540009	282.209991	280.329987	281.309998	279.948425	81309000
3/18/19	281.549988	282.660004	281.299988	282.329987	280.96347	62199800
3/19/19	283.51001	284.359985	281.410004	282.399994	281.033142	90268100
3/20/19	282.160004	283.5	280.320007	281.549988	280.187256	84609200
3/21/19	280.640015	285.179993	280.589996	284.730011	283.351868	79550400
3/22/19	283.220001	283.799988	279.179993	279.25	277.898407	122659300
3/25/19	278.869995	280.190002	277.640015	279.040009	277.689423	85575200
3/26/19	280.98999	282.179993	279.559998	281.119995	279.759338	68125900
3/27/19	281.109985	281.76001	277.929993	279.649994	278.296448	72224700
3/28/19	280.350006	281.209991	279.070007	280.709991	279.351318	56238500
3/29/19	282.390015	282.839996	281.140015	282.480011	281.112762	82186800
4/1/19	284.700012	286.160004	284.399994	285.829987	284.446533	77617900
4/2/19	286.040009	286.230011	285.089996	285.970001	284.585876	40070400
4/3/19	287.320007	287.76001	285.75	286.420013	285.033691	68243200
4/4/19	286.779999	287.459991	286.01001	287.179993	285.790009	48997500
4/5/19	287.920013	288.630005	287.600006	288.570007	287.173279	58621700
4/8/19	288.100006	288.910004	287.369995	288.790009	287.392212	53566300
4/9/19	287.720001	288.079987	286.700012	287.309998	285.919373	66142300
4/10/19	287.769989	288.390015	287.309998	288.290009	286.894653	52601500
4/11/19	288.829987	288.839996	287.579987	288.209991	286.815002	55093100
4/12/19	290	290.470001	288.26001	290.160004	288.755585	69727800
4/15/19	290.23999	290.350006	289.079987	289.970001	288.566498	49596700
4/16/19	290.950012	291.01001	289.5	290.160004	288.755585	52153200
4/17/19	291.399994	291.429993	288.98999	289.450012	288.049042	58268300
4/18/19	290.100006	290.320007	288.660004	290.019989	288.616241	68708500
4/22/19	289.170013	290.440002	289.070007	290.269989	288.865051	40160100
4/23/19	290.679993	293.140015	290.420013	292.880005	291.462433	52246600
4/24/19	292.790009	293.160004	292.070007	292.230011	290.815582	50392900
4/25/19	292.119995	292.779999	290.730011	292.049988	290.636414	57770900
4/26/19	292.100006	293.48999	291.23999	293.410004	291.989868	50916400
4/29/19	293.51001	294.450012	293.410004	293.869995	292.447632	57197700
4/30/19	293.48999	294.339996	291.920013	294.019989	292.596893	81111700
5/1/19	294.720001	294.950012	291.799988	291.809998	290.397583	71671900
5/2/19	291.679993	292.700012	289.519989	291.179993	289.77063	65030200
5/3/19	292.820007	294.339996	291.299988	294.029999	292.606842	56543700
5/6/19	289.25	293.309998	288.899994	292.820007	291.40271	107198100
5/7/19	290.149994	290.809998	285.809998	287.929993	286.536377	144729900
5/8/19	287.529999	289.429993	286.869995	287.529999	286.138306	91568300
5/9/19	285.230011	287.329987	283.299988	286.660004	285.272522	103471100
5/10/19	285.619995	288.940002	282.299988	288.100006	286.705566	112429300
5/13/19	282.420013	283.48999	279.929993	280.859985	279.50058	127290500
5/14/19	281.98999	285.100006	281.850006	283.399994	282.02829	77003200
5/15/19	281.589996	285.769989	281.359985	285.059998	283.680267	73956400
5/16/19	285.839996	289.209991	285.76001	287.700012	286.307495	76749600
5/17/19	285.140015	288.600006	285.119995	285.839996	284.456482	100353000
5/20/19	284.059998	285.959991	283.119995	283.950012	282.575653	62877600
5/21/19	285.829987	286.929993	285.549988	286.51001	285.12326	46847100
5/22/19	285.450012	286.690002	285.100006	285.630005	284.247528	49482500
5/23/19	283.160004	283.209991	280.570007	282.140015	280.774414	98733800
5/24/19	283.73999	284.200012	282.089996	282.779999	281.411316	55268100
5/28/19	283.089996	284.149994	280.130005	280.149994	278.794037	70029400
5/29/19	278.910004	279.359985	276.709991	278.269989	276.923126	104972900
5/30/19	279.109985	280.040009	277.809998	279.029999	277.679443	62523800
5/31/19	276.200012	277.119995	275.23999	275.269989	273.937653	86862800
6/3/19	275.309998	276.549988	273.089996	274.570007	273.241058	96428000
6/4/19	277.119995	280.679993	276.619995	280.529999	279.172211	77231900
6/5/19	282.329987	282.98999	280.320007	282.959991	281.590424	71169700
6/6/19	283.290009	285.549988	282.570007	284.799988	283.421509	69430400
6/7/19	285.929993	288.850006	285.73999	287.649994	286.257721	74272200
6/10/19	289.369995	290.820007	288.869995	288.970001	287.57135	60799100
6/11/19	290.98999	291.399994	288.179993	288.899994	287.501678	58641300
6/12/19	288.640015	289.26001	287.820007	288.390015	286.994171	47096300
6/13/19	289.399994	289.980011	288.619995	289.579987	288.178375	48945200
6/14/19	289.26001	289.929993	288.410004	289.26001	287.859955	52324700
6/17/19	289.519989	290.220001	289.179993	289.369995	287.969391	39205700
6/18/19	291.390015	293.570007	290.98999	292.399994	290.984741	85434800
6/19/19	292.549988	293.649994	291.470001	293.059998	291.641541	78674400
6/20/19	296.040009	296.309998	293.130005	295.859985	294.427979	116570000
6/21/19	294.130005	295.519989	293.76001	294	294	83309500
6/24/19	294.230011	294.579987	293.470001	293.640015	293.640015	47582700
6/25/19	293.700012	293.730011	290.640015	290.76001	290.76001	82028700
6/26/19	291.75	292.309998	290.350006	290.470001	290.470001	51584900
6/27/19	291.309998	292.059998	290.890015	291.5	291.5	40355200
6/28/19	292.579987	293.549988	292.01001	293	293	59350900
7/1/19	296.679993	296.920013	294.329987	295.660004	295.660004	79107500
7/2/19	295.609985	296.48999	294.679993	296.429993	296.429993	61504500
7/3/19	297.179993	298.820007	297.019989	298.799988	298.799988	40898900
7/5/19	297.440002	298.640015	296.01001	298.459991	298.459991	51677300
7/8/19	297.01001	298.26001	296.220001	296.820007	296.820007	45841800
7/9/19	295.540009	297.519989	295.480011	297.190002	297.190002	41101300
7/10/19	298.369995	299.660004	297.779999	298.609985	298.609985	58448500
7/11/19	299.320007	299.579987	298.200012	299.309998	299.309998	50826100
7/12/19	299.850006	300.730011	299.51001	300.649994	300.649994	40326000
7/15/19	295.660004	295.660004	295.660004	295.660004	295.660004	0
7/16/19	300.649994	300.880005	299.440002	299.9599	299.9599	18029719
